year_week,year_month,city,booking_id,created_datetime,request_start_datetime,request_end_datetime,member_id,member_age,member_gender,car_id,car_age,car_type,car_brand,car_model,car_insured_value
2022-17,2022-04,KV,223309,4/25/2022 11:30:16,4/26/2022 13:00:00,05/01/2022,964183,26,male,22119,2,sedan,Proton,PERSONA,61000
2022-17,2022-05,KV,228508,05/01/2022,05/01/2022,05/01/2022,964183,26,male,22119,2,sedan,Proton,PERSONA,61000
2022-25,2022-06,KV,269914,6/25/2022 14:16:14,6/25/2022 19:30:00,6/26/2022 12:00:00,964183,26,male,34627,10,mpv,Perodua,ALZA,26000
2022-21,2022-05,KV,246223,5/24/2022 12:49:37,5/24/2022 18:00:00,5/26/2022 12:00:00,964183,26,male,1562,4,mpv,Toyota,AVANZA,69000
2022-19,2022-05,KV,236349,05/12/2022,05/12/2022,5/16/2022 12:00:00,964183,26,male,33760,1,hatchback,Perodua,MYVI,59000
2022-22,2022-06,KV,254827,06/04/2022,06/04/2022,06/05/2022,964183,26,male,34722,7,convertible,Mazda,MX5,99000
2022-20,2022-05,KV,244243,5/21/2022 13:56:24,5/21/2022 19:00:00,5/24/2022 12:00:00,964183,26,male,18299,9,sedan,Nissan,TEANA,39000
2022-11,2022-03,KV,197280,3/20/2022 22:03:41,05/08/2022,05/11/2022,964473,56,male,11430,4,sedan,Proton,PERSONA,35000
2022-11,2022-03,PGI,197227,3/20/2022 20:34:39,05/03/2022,05/07/2022,964473,56,male,25879,3,mpv,Perodua,ALZA,42300
2022-12,2022-03,KV,198251,3/22/2022 14:19:04,3/25/2022 21:00:00,3/27/2022 21:00:00,964725,46,male,16832,8,hatchback,Perodua,AXIA,18000
2022-16,2022-04,IP,221123,4/22/2022 22:41:14,4/29/2022 9:30:00,05/02/2022,965110,27,male,28999,1,sedan,Perodua,MYVI,47000
2022-19,2022-05,IP,235309,05/10/2022,5/13/2022 21:00:00,5/16/2022 21:00:00,965110,27,male,28268,9,sedan,Perodua,MYVI,18000
2022-12,2022-03,KV,199371,3/24/2022 9:29:27,3/25/2022 22:00:00,3/26/2022 22:00:00,965158,31,female,19271,7,sedan,Honda,CITY,34000
2022-16,2022-04,KV,219998,4/21/2022 22:41:08,4/23/2022 8:00:00,4/25/2022 8:00:00,965158,31,female,19271,7,sedan,Honda,CITY,34000
2022-12,2022-03,PGI,197861,3/21/2022 21:21:54,3/28/2022 10:30:00,04/01/2022,965595,67,male,21566,4,sedan,Honda,CITY,56900
2022-12,2022-03,KV,200184,3/25/2022 9:19:03,3/27/2022 8:00:00,3/27/2022 22:00:00,965676,28,male,27813,6,hatchback,Perodua,MYVI,30000
2022-14,2022-04,KK,207268,04/04/2022,04/11/2022,04/12/2022,965954,29,female,28589,5,sedan,Toyota,CAMRY,162000
2022-19,2022-05,KV,239686,5/15/2022 23:31:31,5/19/2022 18:30:00,5/22/2022 21:00:00,966125,33,male,9352,3,sedan,Perodua,BEZZA,30000
2022-12,2022-03,KV,198390,3/22/2022 18:19:48,3/23/2022 19:30:00,3/28/2022 16:00:00,966125,33,male,58,4,sedan,Perodua,BEZZA,32000
2022-25,2022-06,KK,268060,6/23/2022 1:53:56,07/02/2022,07/05/2022,966258,31,male,29629,1,hatchback,Perodua,MYVI,52000
2022-20,2022-05,KV,242284,5/19/2022 3:48:37,5/19/2022 9:00:00,5/20/2022 9:00:00,966381,24,male,370,6,mpv,Toyota,VELLFIRE,87300
2022-12,2022-03,KK,198144,3/22/2022 11:40:31,3/22/2022 18:00:00,3/31/2022 19:00:00,967493,33,female,27611,4,sedan,Perodua,BEZZA,33000
2022-24,2022-06,PGI,261748,6/13/2022 22:38:43,6/17/2022 15:00:00,6/19/2022 15:00:00,967880,24,female,5763,5,sedan,Honda,CITY,56000
2022-19,2022-05,IP,237083,5/13/2022 5:04:05,5/13/2022 12:00:00,5/14/2022 12:00:00,969549,25,male,16076,3,sedan,Proton,SAGA,31000
2022-19,2022-05,IP,237080,5/13/2022 4:23:13,5/14/2022 17:00:00,5/16/2022 17:30:00,969549,25,male,28999,1,sedan,Perodua,MYVI,47000
2022-12,2022-03,KK,198249,3/22/2022 14:12:33,3/28/2022 10:30:00,3/30/2022 10:30:00,969796,30,male,18043,2,suv,Perodua,ARUZ,72000
2022-12,2022-03,KV,200378,3/25/2022 12:54:34,3/25/2022 21:00:00,3/26/2022 21:00:00,969813,34,female,6896,4,sedan,Honda,CITY,55000
2022-15,2022-04,KV,215728,4/16/2022 20:18:10,4/17/2022 9:00:00,4/18/2022 9:00:00,969813,34,female,58,4,sedan,Perodua,BEZZA,32000
2022-12,2022-03,KV,198341,3/22/2022 17:00:26,3/25/2022 12:00:00,3/31/2022 12:00:00,969931,42,female,2920,5,hatchback,Proton,SAGA,10000
2022-12,2022-03,JB,198334,3/22/2022 16:53:56,3/22/2022 20:00:00,3/25/2022 20:00:00,970024,21,male,27823,4,hatchback,Perodua,AXIA,28000
2022-17,2022-05,KV,229016,05/01/2022,05/08/2022,05/08/2022,970577,25,male,10752,4,sedan,Perodua,BEZZA,28000
2022-12,2022-03,KV,199859,3/24/2022 20:43:46,3/25/2022 12:30:00,04/01/2022,970663,30,male,29376,1,sedan,Perodua,BEZZA,35000
2022-13,2022-03,KV,204305,3/30/2022 23:17:34,04/01/2022,04/09/2022,970663,30,male,29376,1,sedan,Perodua,BEZZA,35000
2022-14,2022-04,KV,210039,04/08/2022,04/09/2022,04/12/2022,970663,30,male,29376,1,sedan,Perodua,BEZZA,35000
2022-15,2022-04,KV,212071,04/12/2022,04/12/2022,4/14/2022 12:00:00,970663,30,male,29376,1,sedan,Perodua,BEZZA,35000
2022-15,2022-04,KV,213484,4/14/2022 1:28:57,4/14/2022 15:30:00,4/15/2022 12:00:00,970663,30,male,29376,1,sedan,Perodua,BEZZA,35000
2022-26,2022-06,KV,271496,6/27/2022 21:33:31,6/28/2022 15:00:00,07/01/2022,970663,30,male,22853,8,sedan,Proton,PREVE,23000
2022-26,2022-06,KV,271559,6/27/2022 22:53:30,07/01/2022,07/02/2022,970663,30,male,22853,8,sedan,Proton,PREVE,23000
2022-12,2022-03,KV,200360,3/25/2022 12:29:28,3/25/2022 15:30:00,3/26/2022 12:00:00,970776,25,male,30137,1,suv,Proton,X70,110000
2022-12,2022-03,KV,199024,3/23/2022 17:50:54,3/25/2022 9:00:00,3/28/2022 21:00:00,971216,60,female,22865,7,mpv,Toyota,VELLFIRE,80000
2022-12,2022-03,KK,200298,3/25/2022 11:18:55,3/25/2022 16:30:00,3/26/2022 16:30:00,971515,31,male,28425,2,sedan,Perodua,BEZZA,53000
2022-12,2022-03,KV,198640,3/23/2022 1:02:49,3/23/2022 12:00:00,3/24/2022 12:00:00,972046,28,male,19270,6,sedan,Toyota,VIOS,35000
2022-12,2022-03,KV,199473,3/24/2022 12:06:14,3/24/2022 15:30:00,3/25/2022 12:00:00,972046,28,male,19270,6,sedan,Toyota,VIOS,35000
2022-12,2022-03,KV,200236,3/25/2022 10:21:02,3/25/2022 15:30:00,3/26/2022 12:00:00,972046,28,male,19270,6,sedan,Toyota,VIOS,35000
2022-14,2022-04,KK,208955,04/07/2022,04/07/2022,04/08/2022,972313,33,male,16577,4,suv,Toyota,RUSH,69000
2022-12,2022-03,KV,198726,3/23/2022 9:52:36,3/26/2022 9:00:00,3/28/2022 9:00:00,973365,38,female,26492,2,mpv,Honda,BRV,86000
2022-12,2022-03,KK,202309,3/27/2022 23:50:15,3/29/2022 9:00:00,3/31/2022 20:00:00,973420,30,female,29135,2,hatchback,Toyota,YARIS,75000
2022-15,2022-04,JB,216269,4/17/2022 16:36:47,4/18/2022 14:00:00,4/19/2022 14:30:00,973604,29,male,19500,8,hatchback,Perodua,MYVI,21000
2022-12,2022-03,JB,200521,3/25/2022 15:32:25,3/25/2022 19:00:00,3/26/2022 19:00:00,973604,29,male,5407,4,hatchback,Perodua,MYVI,32000
2022-12,2022-03,KK,201576,3/26/2022 19:57:33,04/02/2022,04/03/2022,974694,29,male,28838,2,sedan,Proton,PERSONA,58000
2022-17,2022-04,JB,225390,4/27/2022 15:14:28,4/28/2022 11:00:00,4/29/2022 16:30:00,974709,31,male,31784,1,hatchback,Perodua,AXIA,34000
2022-25,2022-06,JB,266697,6/21/2022 8:45:15,6/22/2022 13:30:00,6/24/2022 12:00:00,974709,31,male,33710,5,hatchback,Perodua,AXIA,25000
2022-13,2022-04,KV,206983,04/03/2022,04/05/2022,04/06/2022,974742,27,male,26592,6,sedan,Honda,CITY,40000
2022-12,2022-03,KV,201240,3/26/2022 12:17:07,3/31/2022 9:00:00,04/01/2022,975149,21,male,22809,2,sedan,Toyota,VIOS,89000
2022-13,2022-03,JB,202735,3/28/2022 17:47:24,4/19/2022 12:00:00,4/22/2022 12:00:00,975468,34,male,29394,6,hatchback,Perodua,MYVI,35000
2022-12,2022-03,KV,200986,3/26/2022 2:35:18,05/02/2022,05/09/2022,976522,39,male,16975,9,mpv,Toyota,VELLFIRE,133000
2022-19,2022-05,KK,238119,5/14/2022 9:56:05,5/14/2022 15:00:00,5/15/2022 12:00:00,976832,53,male,19969,11,mpv,Toyota,VELLFIRE,111000
2022-12,2022-03,KV,199886,3/24/2022 21:17:06,3/27/2022 17:00:00,3/29/2022 23:30:00,978251,25,female,21214,7,hatchback,Perodua,MYVI,22000
2022-14,2022-04,KV,207511,04/04/2022,04/08/2022,04/09/2022,978324,29,female,18693,9,sedan,Hyundai,ELANTRA,40000
2022-12,2022-03,KV,199904,3/24/2022 21:40:25,3/30/2022 9:00:00,04/01/2022,978324,29,female,1978,8,sedan,Honda,CITY,37200
2022-25,2022-06,KV,266557,6/20/2022 22:49:34,6/23/2022 9:00:00,6/24/2022 21:00:00,978324,29,female,28817,5,sedan,Perodua,AXIA,27000
2022-12,2022-03,KK,200038,3/25/2022 0:21:47,3/25/2022 9:00:00,3/28/2022 9:00:00,978551,37,female,24249,3,mpv,Perodua,ARUZ,67000
2022-22,2022-06,KK,255266,06/04/2022,06/06/2022,06/07/2022,978551,37,female,16568,5,suv,Honda,BRV,61000
2022-15,2022-04,JB,212505,04/12/2022,4/15/2022 12:00:00,4/16/2022 12:00:00,979017,29,male,32758,5,sedan,Proton,SAGA,26000
2022-15,2022-04,JB,213579,4/14/2022 9:47:30,4/14/2022 13:00:00,4/14/2022 23:30:00,979017,29,male,32758,5,sedan,Proton,SAGA,26000
2022-12,2022-03,KV,200807,3/25/2022 20:56:26,3/26/2022 21:30:00,3/28/2022 16:00:00,979040,21,male,30985,3,sedan,Suzuki,SWIFT,15900
2022-12,2022-03,KK,200297,3/25/2022 11:18:50,3/25/2022 14:30:00,3/27/2022 11:30:00,979818,28,female,30212,2,sedan,Honda,CITY,79000
2022-19,2022-05,KV,238427,5/14/2022 15:36:58,5/16/2022 9:30:00,5/16/2022 21:00:00,980880,50,female,33898,5,sedan,Perodua,AXIA,17000
2022-12,2022-03,KV,200690,3/25/2022 18:21:56,3/26/2022 9:00:00,3/28/2022 21:00:00,980880,50,female,26805,2,sedan,Perodua,MYVI,50000
2022-16,2022-04,KV,216995,4/18/2022 19:07:41,4/29/2022 9:00:00,05/05/2022,980880,50,female,26805,2,sedan,Perodua,MYVI,50000
2022-23,2022-06,KV,256704,06/06/2022,06/10/2022,06/12/2022,980880,50,female,26805,2,sedan,Perodua,MYVI,50000
2022-21,2022-05,KV,245879,5/23/2022 20:52:04,5/25/2022 9:30:00,5/25/2022 21:00:00,980880,50,female,21207,5,sedan,Perodua,BEZZA,34000
2022-13,2022-04,KV,206946,04/03/2022,04/06/2022,04/07/2022,980880,50,female,20035,5,hatchback,Perodua,MYVI,36000
2022-19,2022-05,KV,235700,05/11/2022,5/13/2022 9:30:00,5/15/2022 21:00:00,980880,50,female,21210,7,hatchback,Perodua,MYVI,25000
2022-20,2022-05,KV,244228,5/21/2022 13:27:45,5/22/2022 9:30:00,5/22/2022 21:00:00,980880,50,female,21958,9,hatchback,Perodua,MYVI,23000
2022-22,2022-06,KV,252639,06/01/2022,06/03/2022,06/03/2022,980880,50,female,30381,6,sedan,Perodua,BEZZA,32880
2022-25,2022-06,KV,269952,6/25/2022 15:20:11,6/26/2022 9:00:00,6/27/2022 21:00:00,980880,50,female,30381,6,sedan,Perodua,BEZZA,32880
2022-25,2022-06,KV,266945,6/21/2022 15:03:17,6/22/2022 9:00:00,6/22/2022 21:00:00,980880,50,female,7774,8,sedan,Proton,IRIZ,19000
2022-15,2022-04,KV,214286,4/15/2022 2:18:35,4/17/2022 9:30:00,4/17/2022 21:00:00,980880,50,female,21996,5,hatchback,Perodua,AXIA,24600
2022-20,2022-05,KV,241086,5/17/2022 16:23:28,5/20/2022 9:30:00,5/21/2022 21:00:00,980880,50,female,21996,5,hatchback,Perodua,AXIA,24600
2022-24,2022-06,KV,262965,6/15/2022 21:17:40,6/17/2022 9:00:00,6/18/2022 21:00:00,980880,50,female,35114,11,sedan,Toyota,VIOS,25000
2022-22,2022-06,KV,255231,06/04/2022,06/06/2022,06/06/2022,980880,50,female,32529,1,sedan,Perodua,BEZZA,40000
2022-14,2022-04,KK,210586,04/09/2022,4/26/2022 10:30:00,4/29/2022 10:30:00,981437,24,female,4255,3,sedan,Perodua,BEZZA,3840000
2022-14,2022-04,KV,208997,04/07/2022,4/14/2022 9:30:00,4/17/2022 10:00:00,981627,23,female,25661,6,mpv,Perodua,ALZA,34000
2022-15,2022-04,KV,213928,4/14/2022 16:53:38,4/22/2022 9:00:00,4/22/2022 23:30:00,982771,21,female,28795,5,sedan,Perodua,BEZZA,32000
2022-15,2022-04,KK,215205,4/16/2022 8:04:51,4/16/2022 12:30:00,4/17/2022 8:00:00,982797,29,male,17984,5,sedan,Perodua,BEZZA,29000
2022-14,2022-04,KK,210645,04/09/2022,4/14/2022 11:30:00,4/16/2022 11:30:00,982797,29,male,28120,3,sedan,Proton,SAGA,46000
2022-21,2022-05,KV,247439,5/25/2022 21:27:47,5/26/2022 9:30:00,5/27/2022 9:30:00,984414,25,male,19273,7,sedan,Honda,CITY,34000
2022-26,2022-06,KV,272396,6/29/2022 2:04:53,6/29/2022 16:00:00,6/30/2022 16:00:00,984414,25,male,19273,7,sedan,Honda,CITY,34000
2022-13,2022-03,KV,203160,3/29/2022 11:47:44,3/29/2022 20:00:00,3/31/2022 20:00:00,984507,33,female,29944,7,hatchback,Perodua,MYVI,28000
2022-12,2022-03,KV,201852,3/27/2022 10:50:28,3/30/2022 14:30:00,04/05/2022,985557,36,male,27102,4,hatchback,Volkswagen,POLO,46000
2022-13,2022-03,KV,203463,3/29/2022 19:57:56,3/30/2022 19:30:00,3/31/2022 19:30:00,985929,33,male,22951,6,mpv,Toyota,VELLFIRE,202100
2022-13,2022-04,PGI,206639,04/02/2022,4/16/2022 9:00:00,4/19/2022 13:30:00,986640,27,female,24531,10,hatchback,Perodua,MYVI,18300
2022-12,2022-03,KK,201929,3/27/2022 12:47:23,3/27/2022 16:00:00,3/28/2022 12:00:00,987275,27,male,29823,1,suv,Proton,X70,111000
2022-24,2022-06,KV,261319,6/13/2022 10:28:07,6/13/2022 15:30:00,6/17/2022 14:00:00,987465,46,female,1978,8,sedan,Honda,CITY,37200
2022-12,2022-03,KV,201928,3/27/2022 12:45:33,3/29/2022 8:30:00,04/01/2022,987465,46,female,27242,3,suv,Honda,HRV,89000
2022-21,2022-05,KV,248941,5/27/2022 16:12:39,06/02/2022,06/07/2022,987465,46,female,14204,3,suv,Proton,X70,82000
2022-14,2022-04,KV,210025,04/08/2022,04/10/2022,4/17/2022 14:30:00,987465,46,female,21834,6,suv,Honda,CRV,115000
2022-21,2022-05,KV,249847,5/28/2022 17:17:27,5/29/2022 19:00:00,5/31/2022 19:30:00,987465,46,female,2304,5,sedan,Perodua,MYVI,40000
2022-16,2022-04,KV,222867,4/24/2022 20:21:51,4/25/2022 8:30:00,4/27/2022 21:00:00,987465,46,female,17005,2,sedan,Toyota,VIOS,79000
2022-23,2022-06,KV,256848,06/07/2022,06/10/2022,06/12/2022,987465,46,female,33772,6,mpv,Toyota,INNOVA,87000
2022-12,2022-03,KV,202297,3/27/2022 23:30:17,3/28/2022 17:00:00,04/01/2022,987478,34,male,27819,2,sedan,Proton,SAGA,27000
2022-16,2022-04,JB,222907,4/24/2022 21:19:39,4/25/2022 21:30:00,4/29/2022 21:30:00,987478,34,male,32806,8,sedan,Toyota,VIOS,32900
2022-19,2022-05,JB,238582,5/14/2022 18:18:52,5/16/2022 21:00:00,5/20/2022 20:30:00,987478,34,male,23216,6,hatchback,Perodua,MYVI,33500
2022-13,2022-03,KV,203241,3/29/2022 14:01:35,04/02/2022,04/03/2022,987746,24,female,3743,5,sedan,Honda,ACCORD,121000
2022-12,2022-03,KV,202206,3/27/2022 20:40:14,3/28/2022 9:00:00,3/29/2022 16:00:00,987843,66,male,28776,6,mpv,Toyota,INNOVA,72000
2022-13,2022-03,PGM,202748,3/28/2022 18:08:41,3/30/2022 21:00:00,04/02/2022,988406,46,male,20706,9,mpv,Perodua,ALZA,30000
2022-13,2022-03,KK,202335,3/28/2022 0:57:31,3/30/2022 8:30:00,3/31/2022 23:00:00,989269,27,male,4754,4,hatchback,Perodua,MYVI,40000
2022-13,2022-03,KK,202866,3/28/2022 21:39:48,3/29/2022 9:00:00,3/30/2022 8:00:00,989368,43,male,16899,4,hatchback,Perodua,AXIA,28000
2022-13,2022-03,KV,204774,3/31/2022 16:12:40,04/06/2022,04/09/2022,990643,42,female,31271,1,sedan,Toyota,VIOS,84000
2022-14,2022-04,KV,209870,04/08/2022,04/09/2022,04/10/2022,990643,42,female,31271,1,sedan,Toyota,VIOS,84000
2022-16,2022-04,PGM,220904,4/22/2022 19:27:41,4/23/2022 15:00:00,4/24/2022 15:00:00,990854,21,male,27379,6,sedan,Proton,SAGA,23000
2022-15,2022-04,PGM,216399,4/17/2022 20:58:55,4/18/2022 17:00:00,4/19/2022 17:00:00,990854,21,male,28437,5,hatchback,Perodua,AXIA,22000
2022-14,2022-04,KV,207768,04/05/2022,05/01/2022,05/10/2022,990996,29,male,31714,9,sedan,Toyota,VIOS,28100
2022-25,2022-06,KV,267330,6/22/2022 0:17:24,6/25/2022 9:00:00,6/25/2022 22:00:00,990996,29,male,33659,9,sedan,Proton,PERSONA,27000
2022-17,2022-04,PGI,224446,4/26/2022 13:51:21,4/27/2022 9:00:00,4/29/2022 9:00:00,991548,54,female,25879,3,mpv,Perodua,ALZA,42300
2022-13,2022-03,KK,202766,3/28/2022 18:50:48,3/31/2022 9:00:00,04/03/2022,991548,54,female,23122,4,mpv,Perodua,ALZA,54000
2022-13,2022-03,KK,202860,3/28/2022 21:30:19,3/29/2022 8:00:00,3/30/2022 6:00:00,991593,42,male,20191,2,hatchback,Perodua,AXIA,38000
2022-24,2022-06,PGM,263960,6/17/2022 10:30:52,6/18/2022 18:00:00,6/19/2022 17:30:00,991741,21,female,32863,6,hatchback,Perodua,AXIA,27000
2022-13,2022-03,KV,204733,3/31/2022 15:18:31,05/02/2022,05/04/2022,991866,30,male,370,6,mpv,Toyota,VELLFIRE,87300
2022-18,2022-05,LGK,233617,05/08/2022,05/09/2022,05/12/2022,991866,30,male,33504,7,hatchback,Perodua,AXIA,24000
2022-21,2022-05,KV,248419,5/26/2022 23:02:17,5/27/2022 23:30:00,5/28/2022 23:30:00,992651,25,male,16776,13,mpv,Toyota,ALPHARD,82000
2022-13,2022-03,KV,205016,3/31/2022 20:40:26,04/01/2022,04/01/2022,993211,37,male,9884,5,hatchback,Perodua,MYVI,43000
2022-16,2022-04,KK,222418,4/24/2022 10:03:20,4/24/2022 13:30:00,4/26/2022 8:30:00,993714,27,female,5787,3,sedan,Perodua,BEZZA,38000
2022-25,2022-06,KK,269968,6/25/2022 15:47:35,6/27/2022 12:00:00,6/30/2022 12:00:00,993714,27,female,19943,2,hatchback,Perodua,AXIA,31000
2022-15,2022-04,KK,213272,4/13/2022 19:29:54,4/15/2022 21:00:00,4/19/2022 21:00:00,993714,27,female,29402,1,sedan,Perodua,BEZZA,37000
2022-22,2022-06,KK,252479,06/01/2022,06/02/2022,06/04/2022,993714,27,female,8853,4,hatchback,Perodua,MYVI,39000
2022-26,2022-06,KK,273042,6/29/2022 22:44:02,6/30/2022 13:00:00,07/01/2022,993714,27,female,19892,4,sedan,Proton,SAGA,33200
2022-13,2022-04,KK,206517,04/02/2022,04/04/2022,04/06/2022,993714,27,female,25011,2,sedan,Proton,SAGA,41000
2022-18,2022-05,KK,233447,05/08/2022,05/09/2022,05/11/2022,993714,27,female,11276,3,hatchback,Perodua,AXIA,25000
2022-14,2022-04,KV,208121,04/05/2022,04/12/2022,4/16/2022 9:00:00,994041,38,female,6871,8,sedan,Proton,SAGA,15000
2022-18,2022-05,LGK,229803,05/03/2022,05/09/2022,05/12/2022,994079,46,male,33814,5,mpv,Toyota,AVANZA,30000
2022-14,2022-04,KV,209814,04/08/2022,04/08/2022,04/09/2022,994850,25,female,4562,4,hatchback,Perodua,MYVI,36000
2022-13,2022-03,KK,204140,3/30/2022 20:00:08,3/31/2022 15:30:00,04/10/2022,995366,33,male,4269,6,sedan,Perodua,BEZZA,3000000
2022-13,2022-03,KV,203851,3/30/2022 13:14:27,04/01/2022,04/02/2022,996182,22,male,6997,7,hatchback,Perodua,AXIA,13000
2022-13,2022-04,KV,205969,04/01/2022,5/28/2022 16:30:00,06/04/2022,996948,35,female,6111,3,hatchback,Perodua,BEZZA,31000
2022-17,2022-04,KV,223435,4/25/2022 13:08:37,4/28/2022 12:00:00,4/29/2022 12:00:00,998476,44,male,31632,6,hatchback,Perodua,AXIA,29000
2022-15,2022-04,KV,212745,4/13/2022 0:28:06,05/02/2022,05/09/2022,999414,28,male,20211,9,hatchback,Perodua,MYVI,20700
2022-18,2022-05,KV,232804,05/07/2022,05/10/2022,5/13/2022 12:00:00,999414,28,male,4573,4,mpv,Perodua,ALZA,48000
2022-17,2022-04,KV,226175,4/28/2022 14:24:04,4/30/2022 12:00:00,05/01/2022,999414,28,male,27612,7,sedan,Nissan,ALMERA,39000
2022-19,2022-05,IP,234891,05/10/2022,06/04/2022,06/05/2022,999538,36,male,22570,5,suv,Honda,CRV,110000
2022-26,2022-06,IP,272307,6/28/2022 22:58:49,07/03/2022,07/03/2022,999538,36,male,22570,5,suv,Honda,CRV,110000
2022-22,2022-05,KV,252002,5/31/2022 16:41:05,06/01/2022,06/06/2022,999748,34,female,27813,6,hatchback,Perodua,MYVI,30000
2022-13,2022-04,KV,205684,04/01/2022,04/01/2022,04/03/2022,1000646,28,male,29944,7,hatchback,Perodua,MYVI,28000
2022-14,2022-04,KV,209385,04/07/2022,04/08/2022,04/09/2022,1000646,28,male,26005,2,hatchback,Proton,IRIZ,39000
2022-14,2022-04,KV,209975,04/08/2022,04/09/2022,04/10/2022,1000646,28,male,26005,2,hatchback,Proton,IRIZ,39000
2022-16,2022-04,KV,220097,4/22/2022 0:02:32,4/23/2022 9:30:00,4/24/2022 9:30:00,1000646,28,male,20028,7,hatchback,Perodua,MYVI,26000
2022-23,2022-06,KV,257803,06/08/2022,06/08/2022,06/10/2022,1000646,28,male,27813,6,hatchback,Perodua,MYVI,30000
2022-13,2022-04,PGM,206753,04/03/2022,04/03/2022,04/05/2022,1000764,33,male,28180,8,hatchback,Perodua,AXIA,15000
2022-21,2022-05,KV,247281,5/25/2022 18:52:00,5/26/2022 9:00:00,5/26/2022 21:00:00,1000833,24,male,34122,2,sedan,Proton,SAGA,39000
2022-14,2022-04,JB,211242,04/10/2022,04/10/2022,04/11/2022,1001635,21,male,20627,8,sedan,BMW,730LI,182800
2022-19,2022-05,JB,235975,05/11/2022,05/12/2022,5/13/2022 10:30:00,1001635,21,male,29008,4,suv,Proton,X70,92000
2022-14,2022-04,KV,210138,04/09/2022,4/28/2022 6:00:00,05/04/2022,1001700,29,female,21442,6,sedan,Honda,CIVIC,65000
2022-16,2022-04,KV,220719,4/22/2022 16:15:48,4/23/2022 9:00:00,4/24/2022 9:00:00,1001708,23,male,33053,2,hatchback,Perodua,MYVI,39000
2022-14,2022-04,KV,207709,04/05/2022,04/05/2022,04/07/2022,1001924,33,male,6896,4,sedan,Honda,CITY,55000
2022-14,2022-04,KV,209533,04/08/2022,04/12/2022,4/15/2022 8:00:00,1001932,24,male,27490,3,sedan,Volkswagen,VENTO,59000
2022-22,2022-05,KV,251409,5/30/2022 20:57:06,06/01/2022,06/03/2022,1001994,31,female,33046,7,sedan,Honda,CITY,45000
2022-17,2022-04,JB,227049,4/29/2022 12:08:10,05/04/2022,05/05/2022,1002677,31,male,5404,7,sedan,Toyota,VIOS,35000
2022-13,2022-04,JB,205843,04/01/2022,04/01/2022,04/05/2022,1002677,31,male,5407,4,hatchback,Perodua,MYVI,32000
2022-13,2022-04,PGI,205708,04/01/2022,04/02/2022,04/03/2022,1002728,30,male,29609,4,mpv,Proton,EXORA,45000
2022-14,2022-04,KK,208988,04/07/2022,04/09/2022,04/10/2022,1003480,24,female,29953,2,sedan,Proton,SAGA,42000
2022-23,2022-06,KK,260781,06/12/2022,6/13/2022 11:00:00,6/14/2022 11:00:00,1003480,24,female,25442,7,hatchback,Perodua,AXIA,24200
2022-17,2022-04,LGK,225533,4/27/2022 18:23:23,4/28/2022 17:30:00,4/30/2022 21:00:00,1003629,42,male,33504,7,hatchback,Perodua,AXIA,24000
2022-21,2022-05,IP,250607,5/29/2022 19:05:28,5/30/2022 9:00:00,06/01/2022,1004354,29,male,16076,3,sedan,Proton,SAGA,31000
2022-19,2022-05,IP,233985,05/09/2022,05/09/2022,05/11/2022,1004354,29,male,28999,1,sedan,Perodua,MYVI,47000
2022-22,2022-06,IP,253112,06/01/2022,06/02/2022,06/04/2022,1004354,29,male,31152,1,sedan,Perodua,BEZZA,42000
2022-24,2022-06,JB,265262,6/18/2022 22:47:20,6/20/2022 10:00:00,6/21/2022 16:00:00,1005883,30,male,33710,5,hatchback,Perodua,AXIA,25000
2022-16,2022-04,KK,220610,4/22/2022 14:33:52,4/25/2022 9:00:00,4/26/2022 9:00:00,1006306,38,female,19422,7,sedan,Toyota,VIOS,40000
2022-25,2022-06,PGI,268333,6/23/2022 14:22:35,08/06/2022,8/14/2022 6:00:00,1007349,51,female,30131,2,sedan,Proton,PERSONA,54000
2022-14,2022-04,PGI,207296,04/04/2022,4/15/2022 21:00:00,4/24/2022 9:00:00,1007349,51,female,25879,3,mpv,Perodua,ALZA,42300
2022-14,2022-04,KV,207364,04/04/2022,4/13/2022 9:00:00,4/15/2022 17:00:00,1008517,31,male,29819,9,mpv,Toyota,ESTIMA,65000
2022-18,2022-05,KK,233151,05/08/2022,05/08/2022,05/09/2022,1008697,42,male,33287,5,mpv,Perodua,ALZA,44000
2022-17,2022-04,KV,226940,4/29/2022 10:24:09,4/30/2022 12:00:00,05/07/2022,1010243,45,male,21770,4,suv,BMW,X3,222000
2022-24,2022-06,KK,265905,6/19/2022 23:06:20,6/27/2022 12:00:00,6/30/2022 17:30:00,1010358,25,female,28599,2,sedan,Perodua,BEZZA,46000
2022-17,2022-04,KV,224726,4/26/2022 18:35:00,4/26/2022 22:00:00,4/27/2022 22:00:00,1011131,27,male,27319,5,sedan,Honda,ACCORD,91400
2022-16,2022-04,KV,221052,4/22/2022 21:37:16,4/23/2022 9:00:00,4/24/2022 23:30:00,1011618,21,female,26685,4,sedan,Proton,SAGA,30300
2022-17,2022-04,KV,223051,4/25/2022 0:51:03,4/25/2022 10:00:00,4/25/2022 23:30:00,1011618,21,female,7774,8,sedan,Proton,IRIZ,19000
2022-16,2022-04,KV,219231,4/21/2022 5:09:14,05/02/2022,05/05/2022,1012217,55,male,27451,6,sedan,BMW,740LE,262000
